dataset,model,class_pair,target_idx,selector,selector_label,fraction,candidate_count,k,overlap,overlap_at_k,random_expected_overlap_at_k
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta0,GRAFT (\beta=0),0.01,500,5,0,0.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta1,GRAFT+ (\beta=1),0.01,500,5,4,0.8,0.01
CIFAR100,ResNet18BN,sea-willow_tree,5850,A,Backbone alignment A,0.01,500,5,5,1.0,0.01
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta0,GRAFT (\beta=0),0.02,500,10,2,0.2,0.02
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta1,GRAFT+ (\beta=1),0.02,500,10,7,0.7,0.02
CIFAR100,ResNet18BN,sea-willow_tree,5850,A,Backbone alignment A,0.02,500,10,10,1.0,0.02
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta0,GRAFT (\beta=0),0.05,500,25,9,0.36,0.05
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta1,GRAFT+ (\beta=1),0.05,500,25,15,0.6,0.05
CIFAR100,ResNet18BN,sea-willow_tree,5850,A,Backbone alignment A,0.05,500,25,25,1.0,0.05
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta0,GRAFT (\beta=0),0.1,500,50,20,0.4,0.1
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta1,GRAFT+ (\beta=1),0.1,500,50,32,0.64,0.1
CIFAR100,ResNet18BN,sea-willow_tree,5850,A,Backbone alignment A,0.1,500,50,48,0.96,0.1
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta0,GRAFT (\beta=0),0.2,500,100,48,0.48,0.2
CIFAR100,ResNet18BN,sea-willow_tree,5850,beta1,GRAFT+ (\beta=1),0.2,500,100,72,0.72,0.2
CIFAR100,ResNet18BN,sea-willow_tree,5850,A,Backbone alignment A,0.2,500,100,98,0.98,0.2
SVHN,ConvNetBN,9-2,23519,beta0,GRAFT (\beta=0),0.001,4659,5,0,0.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,23519,beta1,GRAFT+ (\beta=1),0.001,4659,5,5,1.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,23519,A,Backbone alignment A,0.001,4659,5,4,0.8,0.0010731916720326251
SVHN,ConvNetBN,9-2,23519,beta0,GRAFT (\beta=0),0.002,4659,9,0,0.0,0.0019317450096587251
SVHN,ConvNetBN,9-2,23519,beta1,GRAFT+ (\beta=1),0.002,4659,9,8,0.8888888888888888,0.0019317450096587251
SVHN,ConvNetBN,9-2,23519,A,Backbone alignment A,0.002,4659,9,9,1.0,0.0019317450096587251
SVHN,ConvNetBN,9-2,23519,beta0,GRAFT (\beta=0),0.005,4659,23,2,0.08695652173913043,0.004936681691350075
SVHN,ConvNetBN,9-2,23519,beta1,GRAFT+ (\beta=1),0.005,4659,23,21,0.9130434782608695,0.004936681691350075
SVHN,ConvNetBN,9-2,23519,A,Backbone alignment A,0.005,4659,23,23,1.0,0.004936681691350075
SVHN,ConvNetBN,9-2,23519,beta0,GRAFT (\beta=0),0.01,4659,47,2,0.0425531914893617,0.010088001717106675
SVHN,ConvNetBN,9-2,23519,beta1,GRAFT+ (\beta=1),0.01,4659,47,40,0.851063829787234,0.010088001717106675
SVHN,ConvNetBN,9-2,23519,A,Backbone alignment A,0.01,4659,47,46,0.9787234042553191,0.010088001717106675
SVHN,ConvNetBN,9-2,23519,beta0,GRAFT (\beta=0),0.02,4659,93,7,0.07526881720430108,0.019961365099806824
SVHN,ConvNetBN,9-2,23519,beta1,GRAFT+ (\beta=1),0.02,4659,93,72,0.7741935483870968,0.019961365099806824
SVHN,ConvNetBN,9-2,23519,A,Backbone alignment A,0.02,4659,93,90,0.967741935483871,0.019961365099806824
SVHN,ConvNetBN,9-2,23519,beta0,GRAFT (\beta=0),0.05,4659,233,26,0.11158798283261803,0.05001073191672033
SVHN,ConvNetBN,9-2,23519,beta1,GRAFT+ (\beta=1),0.05,4659,233,167,0.7167381974248928,0.05001073191672033
SVHN,ConvNetBN,9-2,23519,A,Backbone alignment A,0.05,4659,233,230,0.9871244635193133,0.05001073191672033
SVHN,ConvNetBN,9-2,23519,beta0,GRAFT (\beta=0),0.1,4659,466,92,0.19742489270386265,0.10002146383344065
SVHN,ConvNetBN,9-2,23519,beta1,GRAFT+ (\beta=1),0.1,4659,466,294,0.630901287553648,0.10002146383344065
SVHN,ConvNetBN,9-2,23519,A,Backbone alignment A,0.1,4659,466,452,0.9699570815450643,0.10002146383344065
SVHN,ConvNetBN,9-2,23519,beta0,GRAFT (\beta=0),0.2,4659,932,345,0.3701716738197425,0.2000429276668813
SVHN,ConvNetBN,9-2,23519,beta1,GRAFT+ (\beta=1),0.2,4659,932,588,0.630901287553648,0.2000429276668813
SVHN,ConvNetBN,9-2,23519,A,Backbone alignment A,0.2,4659,932,907,0.973175965665236,0.2000429276668813
SVHN,ConvNetBN,9-2,14692,beta0,GRAFT (\beta=0),0.001,4659,5,1,0.2,0.0010731916720326251
SVHN,ConvNetBN,9-2,14692,beta1,GRAFT+ (\beta=1),0.001,4659,5,5,1.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,14692,A,Backbone alignment A,0.001,4659,5,5,1.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,14692,beta0,GRAFT (\beta=0),0.002,4659,9,1,0.1111111111111111,0.0019317450096587251
SVHN,ConvNetBN,9-2,14692,beta1,GRAFT+ (\beta=1),0.002,4659,9,7,0.7777777777777778,0.0019317450096587251
SVHN,ConvNetBN,9-2,14692,A,Backbone alignment A,0.002,4659,9,8,0.8888888888888888,0.0019317450096587251
SVHN,ConvNetBN,9-2,14692,beta0,GRAFT (\beta=0),0.005,4659,23,2,0.08695652173913043,0.004936681691350075
SVHN,ConvNetBN,9-2,14692,beta1,GRAFT+ (\beta=1),0.005,4659,23,19,0.8260869565217391,0.004936681691350075
SVHN,ConvNetBN,9-2,14692,A,Backbone alignment A,0.005,4659,23,21,0.9130434782608695,0.004936681691350075
SVHN,ConvNetBN,9-2,14692,beta0,GRAFT (\beta=0),0.01,4659,47,3,0.06382978723404255,0.010088001717106675
SVHN,ConvNetBN,9-2,14692,beta1,GRAFT+ (\beta=1),0.01,4659,47,39,0.8297872340425532,0.010088001717106675
SVHN,ConvNetBN,9-2,14692,A,Backbone alignment A,0.01,4659,47,46,0.9787234042553191,0.010088001717106675
SVHN,ConvNetBN,9-2,14692,beta0,GRAFT (\beta=0),0.02,4659,93,8,0.08602150537634409,0.019961365099806824
SVHN,ConvNetBN,9-2,14692,beta1,GRAFT+ (\beta=1),0.02,4659,93,71,0.7634408602150538,0.019961365099806824
SVHN,ConvNetBN,9-2,14692,A,Backbone alignment A,0.02,4659,93,91,0.978494623655914,0.019961365099806824
SVHN,ConvNetBN,9-2,14692,beta0,GRAFT (\beta=0),0.05,4659,233,33,0.14163090128755365,0.05001073191672033
SVHN,ConvNetBN,9-2,14692,beta1,GRAFT+ (\beta=1),0.05,4659,233,161,0.6909871244635193,0.05001073191672033
SVHN,ConvNetBN,9-2,14692,A,Backbone alignment A,0.05,4659,233,227,0.9742489270386266,0.05001073191672033
SVHN,ConvNetBN,9-2,14692,beta0,GRAFT (\beta=0),0.1,4659,466,97,0.20815450643776823,0.10002146383344065
SVHN,ConvNetBN,9-2,14692,beta1,GRAFT+ (\beta=1),0.1,4659,466,307,0.6587982832618026,0.10002146383344065
SVHN,ConvNetBN,9-2,14692,A,Backbone alignment A,0.1,4659,466,453,0.9721030042918455,0.10002146383344065
SVHN,ConvNetBN,9-2,14692,beta0,GRAFT (\beta=0),0.2,4659,932,350,0.37553648068669526,0.2000429276668813
SVHN,ConvNetBN,9-2,14692,beta1,GRAFT+ (\beta=1),0.2,4659,932,591,0.6341201716738197,0.2000429276668813
SVHN,ConvNetBN,9-2,14692,A,Backbone alignment A,0.2,4659,932,912,0.9785407725321889,0.2000429276668813
SVHN,ConvNetBN,9-2,21188,beta0,GRAFT (\beta=0),0.001,4659,5,1,0.2,0.0010731916720326251
SVHN,ConvNetBN,9-2,21188,beta1,GRAFT+ (\beta=1),0.001,4659,5,4,0.8,0.0010731916720326251
SVHN,ConvNetBN,9-2,21188,A,Backbone alignment A,0.001,4659,5,5,1.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,21188,beta0,GRAFT (\beta=0),0.002,4659,9,2,0.2222222222222222,0.0019317450096587251
SVHN,ConvNetBN,9-2,21188,beta1,GRAFT+ (\beta=1),0.002,4659,9,9,1.0,0.0019317450096587251
SVHN,ConvNetBN,9-2,21188,A,Backbone alignment A,0.002,4659,9,9,1.0,0.0019317450096587251
SVHN,ConvNetBN,9-2,21188,beta0,GRAFT (\beta=0),0.005,4659,23,3,0.13043478260869565,0.004936681691350075
SVHN,ConvNetBN,9-2,21188,beta1,GRAFT+ (\beta=1),0.005,4659,23,19,0.8260869565217391,0.004936681691350075
SVHN,ConvNetBN,9-2,21188,A,Backbone alignment A,0.005,4659,23,21,0.9130434782608695,0.004936681691350075
SVHN,ConvNetBN,9-2,21188,beta0,GRAFT (\beta=0),0.01,4659,47,5,0.10638297872340426,0.010088001717106675
SVHN,ConvNetBN,9-2,21188,beta1,GRAFT+ (\beta=1),0.01,4659,47,40,0.851063829787234,0.010088001717106675
SVHN,ConvNetBN,9-2,21188,A,Backbone alignment A,0.01,4659,47,46,0.9787234042553191,0.010088001717106675
SVHN,ConvNetBN,9-2,21188,beta0,GRAFT (\beta=0),0.02,4659,93,10,0.10752688172043011,0.019961365099806824
SVHN,ConvNetBN,9-2,21188,beta1,GRAFT+ (\beta=1),0.02,4659,93,71,0.7634408602150538,0.019961365099806824
SVHN,ConvNetBN,9-2,21188,A,Backbone alignment A,0.02,4659,93,91,0.978494623655914,0.019961365099806824
SVHN,ConvNetBN,9-2,21188,beta0,GRAFT (\beta=0),0.05,4659,233,38,0.1630901287553648,0.05001073191672033
SVHN,ConvNetBN,9-2,21188,beta1,GRAFT+ (\beta=1),0.05,4659,233,156,0.6695278969957081,0.05001073191672033
SVHN,ConvNetBN,9-2,21188,A,Backbone alignment A,0.05,4659,233,228,0.9785407725321889,0.05001073191672033
SVHN,ConvNetBN,9-2,21188,beta0,GRAFT (\beta=0),0.1,4659,466,117,0.2510729613733906,0.10002146383344065
SVHN,ConvNetBN,9-2,21188,beta1,GRAFT+ (\beta=1),0.1,4659,466,301,0.6459227467811158,0.10002146383344065
SVHN,ConvNetBN,9-2,21188,A,Backbone alignment A,0.1,4659,466,452,0.9699570815450643,0.10002146383344065
SVHN,ConvNetBN,9-2,21188,beta0,GRAFT (\beta=0),0.2,4659,932,374,0.4012875536480687,0.2000429276668813
SVHN,ConvNetBN,9-2,21188,beta1,GRAFT+ (\beta=1),0.2,4659,932,578,0.6201716738197425,0.2000429276668813
SVHN,ConvNetBN,9-2,21188,A,Backbone alignment A,0.2,4659,932,904,0.9699570815450643,0.2000429276668813
SVHN,ConvNetBN,9-2,606,beta0,GRAFT (\beta=0),0.001,4659,5,1,0.2,0.0010731916720326251
SVHN,ConvNetBN,9-2,606,beta1,GRAFT+ (\beta=1),0.001,4659,5,5,1.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,606,A,Backbone alignment A,0.001,4659,5,5,1.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,606,beta0,GRAFT (\beta=0),0.002,4659,9,1,0.1111111111111111,0.0019317450096587251
SVHN,ConvNetBN,9-2,606,beta1,GRAFT+ (\beta=1),0.002,4659,9,9,1.0,0.0019317450096587251
SVHN,ConvNetBN,9-2,606,A,Backbone alignment A,0.002,4659,9,9,1.0,0.0019317450096587251
SVHN,ConvNetBN,9-2,606,beta0,GRAFT (\beta=0),0.005,4659,23,1,0.043478260869565216,0.004936681691350075
SVHN,ConvNetBN,9-2,606,beta1,GRAFT+ (\beta=1),0.005,4659,23,21,0.9130434782608695,0.004936681691350075
SVHN,ConvNetBN,9-2,606,A,Backbone alignment A,0.005,4659,23,23,1.0,0.004936681691350075
SVHN,ConvNetBN,9-2,606,beta0,GRAFT (\beta=0),0.01,4659,47,4,0.0851063829787234,0.010088001717106675
SVHN,ConvNetBN,9-2,606,beta1,GRAFT+ (\beta=1),0.01,4659,47,41,0.8723404255319149,0.010088001717106675
SVHN,ConvNetBN,9-2,606,A,Backbone alignment A,0.01,4659,47,47,1.0,0.010088001717106675
SVHN,ConvNetBN,9-2,606,beta0,GRAFT (\beta=0),0.02,4659,93,8,0.08602150537634409,0.019961365099806824
SVHN,ConvNetBN,9-2,606,beta1,GRAFT+ (\beta=1),0.02,4659,93,72,0.7741935483870968,0.019961365099806824
SVHN,ConvNetBN,9-2,606,A,Backbone alignment A,0.02,4659,93,91,0.978494623655914,0.019961365099806824
SVHN,ConvNetBN,9-2,606,beta0,GRAFT (\beta=0),0.05,4659,233,32,0.13733905579399142,0.05001073191672033
SVHN,ConvNetBN,9-2,606,beta1,GRAFT+ (\beta=1),0.05,4659,233,165,0.7081545064377682,0.05001073191672033
SVHN,ConvNetBN,9-2,606,A,Backbone alignment A,0.05,4659,233,229,0.9828326180257511,0.05001073191672033
SVHN,ConvNetBN,9-2,606,beta0,GRAFT (\beta=0),0.1,4659,466,99,0.21244635193133046,0.10002146383344065
SVHN,ConvNetBN,9-2,606,beta1,GRAFT+ (\beta=1),0.1,4659,466,271,0.5815450643776824,0.10002146383344065
SVHN,ConvNetBN,9-2,606,A,Backbone alignment A,0.1,4659,466,454,0.9742489270386266,0.10002146383344065
SVHN,ConvNetBN,9-2,606,beta0,GRAFT (\beta=0),0.2,4659,932,345,0.3701716738197425,0.2000429276668813
SVHN,ConvNetBN,9-2,606,beta1,GRAFT+ (\beta=1),0.2,4659,932,550,0.5901287553648069,0.2000429276668813
SVHN,ConvNetBN,9-2,606,A,Backbone alignment A,0.2,4659,932,904,0.9699570815450643,0.2000429276668813
SVHN,ConvNetBN,9-2,24675,beta0,GRAFT (\beta=0),0.001,4659,5,1,0.2,0.0010731916720326251
SVHN,ConvNetBN,9-2,24675,beta1,GRAFT+ (\beta=1),0.001,4659,5,4,0.8,0.0010731916720326251
SVHN,ConvNetBN,9-2,24675,A,Backbone alignment A,0.001,4659,5,4,0.8,0.0010731916720326251
SVHN,ConvNetBN,9-2,24675,beta0,GRAFT (\beta=0),0.002,4659,9,2,0.2222222222222222,0.0019317450096587251
SVHN,ConvNetBN,9-2,24675,beta1,GRAFT+ (\beta=1),0.002,4659,9,8,0.8888888888888888,0.0019317450096587251
SVHN,ConvNetBN,9-2,24675,A,Backbone alignment A,0.002,4659,9,8,0.8888888888888888,0.0019317450096587251
SVHN,ConvNetBN,9-2,24675,beta0,GRAFT (\beta=0),0.005,4659,23,2,0.08695652173913043,0.004936681691350075
SVHN,ConvNetBN,9-2,24675,beta1,GRAFT+ (\beta=1),0.005,4659,23,21,0.9130434782608695,0.004936681691350075
SVHN,ConvNetBN,9-2,24675,A,Backbone alignment A,0.005,4659,23,22,0.9565217391304348,0.004936681691350075
SVHN,ConvNetBN,9-2,24675,beta0,GRAFT (\beta=0),0.01,4659,47,7,0.14893617021276595,0.010088001717106675
SVHN,ConvNetBN,9-2,24675,beta1,GRAFT+ (\beta=1),0.01,4659,47,37,0.7872340425531915,0.010088001717106675
SVHN,ConvNetBN,9-2,24675,A,Backbone alignment A,0.01,4659,47,46,0.9787234042553191,0.010088001717106675
SVHN,ConvNetBN,9-2,24675,beta0,GRAFT (\beta=0),0.02,4659,93,11,0.11827956989247312,0.019961365099806824
SVHN,ConvNetBN,9-2,24675,beta1,GRAFT+ (\beta=1),0.02,4659,93,73,0.7849462365591398,0.019961365099806824
SVHN,ConvNetBN,9-2,24675,A,Backbone alignment A,0.02,4659,93,91,0.978494623655914,0.019961365099806824
SVHN,ConvNetBN,9-2,24675,beta0,GRAFT (\beta=0),0.05,4659,233,31,0.13304721030042918,0.05001073191672033
SVHN,ConvNetBN,9-2,24675,beta1,GRAFT+ (\beta=1),0.05,4659,233,153,0.6566523605150214,0.05001073191672033
SVHN,ConvNetBN,9-2,24675,A,Backbone alignment A,0.05,4659,233,224,0.9613733905579399,0.05001073191672033
SVHN,ConvNetBN,9-2,24675,beta0,GRAFT (\beta=0),0.1,4659,466,106,0.22746781115879827,0.10002146383344065
SVHN,ConvNetBN,9-2,24675,beta1,GRAFT+ (\beta=1),0.1,4659,466,281,0.6030042918454935,0.10002146383344065
SVHN,ConvNetBN,9-2,24675,A,Backbone alignment A,0.1,4659,466,455,0.9763948497854077,0.10002146383344065
SVHN,ConvNetBN,9-2,24675,beta0,GRAFT (\beta=0),0.2,4659,932,392,0.4206008583690987,0.2000429276668813
SVHN,ConvNetBN,9-2,24675,beta1,GRAFT+ (\beta=1),0.2,4659,932,566,0.6072961373390557,0.2000429276668813
SVHN,ConvNetBN,9-2,24675,A,Backbone alignment A,0.2,4659,932,909,0.9753218884120172,0.2000429276668813
SVHN,ConvNetBN,9-2,25983,beta0,GRAFT (\beta=0),0.001,4659,5,1,0.2,0.0010731916720326251
SVHN,ConvNetBN,9-2,25983,beta1,GRAFT+ (\beta=1),0.001,4659,5,5,1.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,25983,A,Backbone alignment A,0.001,4659,5,5,1.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,25983,beta0,GRAFT (\beta=0),0.002,4659,9,2,0.2222222222222222,0.0019317450096587251
SVHN,ConvNetBN,9-2,25983,beta1,GRAFT+ (\beta=1),0.002,4659,9,9,1.0,0.0019317450096587251
SVHN,ConvNetBN,9-2,25983,A,Backbone alignment A,0.002,4659,9,8,0.8888888888888888,0.0019317450096587251
SVHN,ConvNetBN,9-2,25983,beta0,GRAFT (\beta=0),0.005,4659,23,3,0.13043478260869565,0.004936681691350075
SVHN,ConvNetBN,9-2,25983,beta1,GRAFT+ (\beta=1),0.005,4659,23,20,0.8695652173913043,0.004936681691350075
SVHN,ConvNetBN,9-2,25983,A,Backbone alignment A,0.005,4659,23,22,0.9565217391304348,0.004936681691350075
SVHN,ConvNetBN,9-2,25983,beta0,GRAFT (\beta=0),0.01,4659,47,5,0.10638297872340426,0.010088001717106675
SVHN,ConvNetBN,9-2,25983,beta1,GRAFT+ (\beta=1),0.01,4659,47,40,0.851063829787234,0.010088001717106675
SVHN,ConvNetBN,9-2,25983,A,Backbone alignment A,0.01,4659,47,46,0.9787234042553191,0.010088001717106675
SVHN,ConvNetBN,9-2,25983,beta0,GRAFT (\beta=0),0.02,4659,93,8,0.08602150537634409,0.019961365099806824
SVHN,ConvNetBN,9-2,25983,beta1,GRAFT+ (\beta=1),0.02,4659,93,73,0.7849462365591398,0.019961365099806824
SVHN,ConvNetBN,9-2,25983,A,Backbone alignment A,0.02,4659,93,92,0.989247311827957,0.019961365099806824
SVHN,ConvNetBN,9-2,25983,beta0,GRAFT (\beta=0),0.05,4659,233,36,0.15450643776824036,0.05001073191672033
SVHN,ConvNetBN,9-2,25983,beta1,GRAFT+ (\beta=1),0.05,4659,233,160,0.6866952789699571,0.05001073191672033
SVHN,ConvNetBN,9-2,25983,A,Backbone alignment A,0.05,4659,233,227,0.9742489270386266,0.05001073191672033
SVHN,ConvNetBN,9-2,25983,beta0,GRAFT (\beta=0),0.1,4659,466,101,0.2167381974248927,0.10002146383344065
SVHN,ConvNetBN,9-2,25983,beta1,GRAFT+ (\beta=1),0.1,4659,466,292,0.6266094420600858,0.10002146383344065
SVHN,ConvNetBN,9-2,25983,A,Backbone alignment A,0.1,4659,466,456,0.9785407725321889,0.10002146383344065
SVHN,ConvNetBN,9-2,25983,beta0,GRAFT (\beta=0),0.2,4659,932,382,0.40987124463519314,0.2000429276668813
SVHN,ConvNetBN,9-2,25983,beta1,GRAFT+ (\beta=1),0.2,4659,932,584,0.6266094420600858,0.2000429276668813
SVHN,ConvNetBN,9-2,25983,A,Backbone alignment A,0.2,4659,932,913,0.9796137339055794,0.2000429276668813
SVHN,ConvNetBN,9-2,24921,beta0,GRAFT (\beta=0),0.001,4659,5,0,0.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,24921,beta1,GRAFT+ (\beta=1),0.001,4659,5,4,0.8,0.0010731916720326251
SVHN,ConvNetBN,9-2,24921,A,Backbone alignment A,0.001,4659,5,5,1.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,24921,beta0,GRAFT (\beta=0),0.002,4659,9,0,0.0,0.0019317450096587251
SVHN,ConvNetBN,9-2,24921,beta1,GRAFT+ (\beta=1),0.002,4659,9,8,0.8888888888888888,0.0019317450096587251
SVHN,ConvNetBN,9-2,24921,A,Backbone alignment A,0.002,4659,9,9,1.0,0.0019317450096587251
SVHN,ConvNetBN,9-2,24921,beta0,GRAFT (\beta=0),0.005,4659,23,1,0.043478260869565216,0.004936681691350075
SVHN,ConvNetBN,9-2,24921,beta1,GRAFT+ (\beta=1),0.005,4659,23,20,0.8695652173913043,0.004936681691350075
SVHN,ConvNetBN,9-2,24921,A,Backbone alignment A,0.005,4659,23,23,1.0,0.004936681691350075
SVHN,ConvNetBN,9-2,24921,beta0,GRAFT (\beta=0),0.01,4659,47,3,0.06382978723404255,0.010088001717106675
SVHN,ConvNetBN,9-2,24921,beta1,GRAFT+ (\beta=1),0.01,4659,47,40,0.851063829787234,0.010088001717106675
SVHN,ConvNetBN,9-2,24921,A,Backbone alignment A,0.01,4659,47,45,0.9574468085106383,0.010088001717106675
SVHN,ConvNetBN,9-2,24921,beta0,GRAFT (\beta=0),0.02,4659,93,4,0.043010752688172046,0.019961365099806824
SVHN,ConvNetBN,9-2,24921,beta1,GRAFT+ (\beta=1),0.02,4659,93,73,0.7849462365591398,0.019961365099806824
SVHN,ConvNetBN,9-2,24921,A,Backbone alignment A,0.02,4659,93,91,0.978494623655914,0.019961365099806824
SVHN,ConvNetBN,9-2,24921,beta0,GRAFT (\beta=0),0.05,4659,233,20,0.08583690987124463,0.05001073191672033
SVHN,ConvNetBN,9-2,24921,beta1,GRAFT+ (\beta=1),0.05,4659,233,164,0.703862660944206,0.05001073191672033
SVHN,ConvNetBN,9-2,24921,A,Backbone alignment A,0.05,4659,233,226,0.9699570815450643,0.05001073191672033
SVHN,ConvNetBN,9-2,24921,beta0,GRAFT (\beta=0),0.1,4659,466,77,0.16523605150214593,0.10002146383344065
SVHN,ConvNetBN,9-2,24921,beta1,GRAFT+ (\beta=1),0.1,4659,466,294,0.630901287553648,0.10002146383344065
SVHN,ConvNetBN,9-2,24921,A,Backbone alignment A,0.1,4659,466,453,0.9721030042918455,0.10002146383344065
SVHN,ConvNetBN,9-2,24921,beta0,GRAFT (\beta=0),0.2,4659,932,319,0.34227467811158796,0.2000429276668813
SVHN,ConvNetBN,9-2,24921,beta1,GRAFT+ (\beta=1),0.2,4659,932,579,0.621244635193133,0.2000429276668813
SVHN,ConvNetBN,9-2,24921,A,Backbone alignment A,0.2,4659,932,913,0.9796137339055794,0.2000429276668813
SVHN,ConvNetBN,9-2,3478,beta0,GRAFT (\beta=0),0.001,4659,5,0,0.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,3478,beta1,GRAFT+ (\beta=1),0.001,4659,5,5,1.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,3478,A,Backbone alignment A,0.001,4659,5,5,1.0,0.0010731916720326251
SVHN,ConvNetBN,9-2,3478,beta0,GRAFT (\beta=0),0.002,4659,9,0,0.0,0.0019317450096587251
SVHN,ConvNetBN,9-2,3478,beta1,GRAFT+ (\beta=1),0.002,4659,9,9,1.0,0.0019317450096587251
SVHN,ConvNetBN,9-2,3478,A,Backbone alignment A,0.002,4659,9,9,1.0,0.0019317450096587251
SVHN,ConvNetBN,9-2,3478,beta0,GRAFT (\beta=0),0.005,4659,23,1,0.043478260869565216,0.004936681691350075
SVHN,ConvNetBN,9-2,3478,beta1,GRAFT+ (\beta=1),0.005,4659,23,20,0.8695652173913043,0.004936681691350075
SVHN,ConvNetBN,9-2,3478,A,Backbone alignment A,0.005,4659,23,23,1.0,0.004936681691350075
SVHN,ConvNetBN,9-2,3478,beta0,GRAFT (\beta=0),0.01,4659,47,5,0.10638297872340426,0.010088001717106675
SVHN,ConvNetBN,9-2,3478,beta1,GRAFT+ (\beta=1),0.01,4659,47,39,0.8297872340425532,0.010088001717106675
SVHN,ConvNetBN,9-2,3478,A,Backbone alignment A,0.01,4659,47,47,1.0,0.010088001717106675
SVHN,ConvNetBN,9-2,3478,beta0,GRAFT (\beta=0),0.02,4659,93,9,0.0967741935483871,0.019961365099806824
SVHN,ConvNetBN,9-2,3478,beta1,GRAFT+ (\beta=1),0.02,4659,93,75,0.8064516129032258,0.019961365099806824
SVHN,ConvNetBN,9-2,3478,A,Backbone alignment A,0.02,4659,93,93,1.0,0.019961365099806824
SVHN,ConvNetBN,9-2,3478,beta0,GRAFT (\beta=0),0.05,4659,233,28,0.12017167381974249,0.05001073191672033
SVHN,ConvNetBN,9-2,3478,beta1,GRAFT+ (\beta=1),0.05,4659,233,157,0.6738197424892703,0.05001073191672033
SVHN,ConvNetBN,9-2,3478,A,Backbone alignment A,0.05,4659,233,227,0.9742489270386266,0.05001073191672033
SVHN,ConvNetBN,9-2,3478,beta0,GRAFT (\beta=0),0.1,4659,466,90,0.19313304721030042,0.10002146383344065
SVHN,ConvNetBN,9-2,3478,beta1,GRAFT+ (\beta=1),0.1,4659,466,296,0.6351931330472103,0.10002146383344065
SVHN,ConvNetBN,9-2,3478,A,Backbone alignment A,0.1,4659,466,457,0.98068669527897,0.10002146383344065
SVHN,ConvNetBN,9-2,3478,beta0,GRAFT (\beta=0),0.2,4659,932,357,0.3830472103004292,0.2000429276668813
SVHN,ConvNetBN,9-2,3478,beta1,GRAFT+ (\beta=1),0.2,4659,932,586,0.628755364806867,0.2000429276668813
SVHN,ConvNetBN,9-2,3478,A,Backbone alignment A,0.2,4659,932,912,0.9785407725321889,0.2000429276668813
SVHN,ConvNetBN,9-2,11954,beta0,GRAFT (\beta=0),0.001,4659,5,1,0.2,0.0010731916720326251
SVHN,ConvNetBN,9-2,11954,beta1,GRAFT+ (\beta=1),0.001,4659,5,3,0.6,0.0010731916720326251
SVHN,ConvNetBN,9-2,11954,A,Backbone alignment A,0.001,4659,5,4,0.8,0.0010731916720326251
SVHN,ConvNetBN,9-2,11954,beta0,GRAFT (\beta=0),0.002,4659,9,1,0.1111111111111111,0.0019317450096587251
SVHN,ConvNetBN,9-2,11954,beta1,GRAFT+ (\beta=1),0.002,4659,9,7,0.7777777777777778,0.0019317450096587251
SVHN,ConvNetBN,9-2,11954,A,Backbone alignment A,0.002,4659,9,8,0.8888888888888888,0.0019317450096587251
SVHN,ConvNetBN,9-2,11954,beta0,GRAFT (\beta=0),0.005,4659,23,2,0.08695652173913043,0.004936681691350075
SVHN,ConvNetBN,9-2,11954,beta1,GRAFT+ (\beta=1),0.005,4659,23,20,0.8695652173913043,0.004936681691350075
SVHN,ConvNetBN,9-2,11954,A,Backbone alignment A,0.005,4659,23,22,0.9565217391304348,0.004936681691350075
SVHN,ConvNetBN,9-2,11954,beta0,GRAFT (\beta=0),0.01,4659,47,6,0.1276595744680851,0.010088001717106675
SVHN,ConvNetBN,9-2,11954,beta1,GRAFT+ (\beta=1),0.01,4659,47,41,0.8723404255319149,0.010088001717106675
SVHN,ConvNetBN,9-2,11954,A,Backbone alignment A,0.01,4659,47,46,0.9787234042553191,0.010088001717106675
SVHN,ConvNetBN,9-2,11954,beta0,GRAFT (\beta=0),0.02,4659,93,8,0.08602150537634409,0.019961365099806824
SVHN,ConvNetBN,9-2,11954,beta1,GRAFT+ (\beta=1),0.02,4659,93,71,0.7634408602150538,0.019961365099806824
SVHN,ConvNetBN,9-2,11954,A,Backbone alignment A,0.02,4659,93,91,0.978494623655914,0.019961365099806824
